,TRAIN NO.,CLASS,FROM_CODE,TO_CODE,JOURNEY-DAY,JOURNEY-MONTH,JOURNEY-YEAR,QUOTA,BOOKING-DAY,BOOKING-MONTH,BOOKING-YEAR,WAITING NO.,CONFIRMED
8644,10821,6,428,8,2,12,2014,5,20,1,2016,59,48
8645,10262,3,394,481,11,4,2013,5,4,5,2016,13,51
8646,10804,4,590,605,17,5,2016,3,2,4,2016,135,0
8647,10309,2,58,57,22,11,2014,5,14,2,2014,117,0
8648,10708,5,80,566,13,5,2013,6,7,10,2014,16,51
8649,10359,1,69,335,2,11,2013,11,6,1,2013,37,51
8650,10142,1,14,445,28,10,2016,4,16,12,2014,40,51
8651,10419,1,101,585,29,10,2016,6,27,9,2014,129,0
8652,10028,1,389,132,1,9,2016,4,22,8,2014,125,0
8653,10714,4,479,53,23,5,2014,4,19,5,2015,134,0
8654,10267,1,370,385,16,11,2013,8,25,12,2016,13,52
8655,10381,7,442,151,17,8,2016,11,9,8,2013,64,51
8656,10586,3,362,76,11,9,2014,11,17,5,2016,71,51
8657,10775,7,55,573,27,9,2016,2,21,2,2015,98,0
8658,10306,7,610,367,21,4,2016,1,9,1,2015,30,51
8659,10503,3,593,365,19,11,2014,3,23,5,2014,52,51
8660,10181,5,123,318,14,9,2015,7,13,7,2013,128,0
8661,10214,6,224,500,12,7,2016,5,24,1,2016,101,0
8662,10450,2,194,84,1,12,2013,3,14,10,2013,41,51
8663,10056,2,84,558,7,2,2015,6,10,3,2016,48,51
8664,10909,6,440,585,18,7,2014,9,12,11,2014,128,0
8665,10855,4,477,574,18,6,2016,10,6,6,2013,62,51
8666,10231,1,604,8,5,5,2016,9,4,1,2015,38,51
8667,10466,7,380,618,23,12,2016,3,7,5,2014,110,0
8668,10509,3,293,598,25,1,2016,3,9,2,2015,4,52
8669,10814,5,654,149,28,4,2013,6,2,7,2013,62,51
8670,10861,4,318,322,16,1,2014,4,24,3,2013,124,0
8671,10726,7,529,699,18,8,2016,2,28,5,2014,33,51
8672,10178,7,683,83,7,1,2014,5,28,3,2014,76,49
8673,10238,5,394,232,6,10,2016,7,22,3,2014,70,51
8674,10212,3,603,59,24,5,2014,7,26,6,2015,122,0
8675,10206,1,372,606,4,8,2015,2,11,3,2013,26,51
8676,10661,3,677,289,10,12,2015,7,20,11,2015,48,51
8677,10424,1,226,575,5,4,2016,6,3,6,2014,105,0
8678,10283,1,190,307,8,2,2016,8,22,12,2014,11,52
8679,10305,3,298,371,29,4,2015,9,28,3,2013,31,51
8680,10086,3,55,634,18,9,2014,5,18,11,2016,71,51
8681,10113,6,663,540,15,11,2013,11,16,12,2013,3,52
8682,10721,3,105,710,29,10,2015,9,2,8,2013,34,51
8683,10062,5,152,344,20,9,2015,6,1,1,2013,97,0
8684,10359,7,440,586,22,8,2015,9,28,7,2013,21,52
8685,10445,4,105,84,16,6,2014,5,23,2,2016,14,52
8686,10789,1,116,17,15,11,2015,5,17,4,2015,97,0
8687,10526,4,549,64,3,7,2015,3,6,3,2015,70,52
8688,10503,3,528,585,10,8,2016,1,18,12,2015,3,51
8689,10084,6,300,164,28,10,2014,10,26,5,2014,36,51
8690,10726,1,265,710,5,1,2016,5,20,11,2013,72,50
8691,10010,4,617,210,1,8,2016,11,2,11,2014,42,51
8692,10552,2,436,650,28,3,2013,4,27,4,2013,24,51
8693,10847,3,159,376,26,2,2015,8,18,11,2015,98,0
8694,10414,2,333,160,7,10,2013,1,22,1,2015,25,51
8695,10108,1,648,659,23,6,2013,1,16,9,2016,20,51
8696,10913,1,670,452,23,5,2014,8,5,6,2014,31,51
8697,10134,5,675,78,14,11,2016,6,10,11,2015,133,0
8698,10169,1,513,124,5,3,2016,2,6,4,2016,80,47
8699,10877,3,602,318,14,8,2013,5,3,7,2015,41,51
8700,10125,2,432,370,22,11,2013,4,10,12,2015,120,0
8701,10297,5,653,25,18,10,2015,4,3,12,2016,121,0
8702,10108,6,440,493,12,9,2014,9,11,1,2013,42,51
8703,10060,6,233,107,8,8,2015,8,28,6,2015,134,0
8704,10965,3,256,216,22,3,2015,5,28,5,2015,60,51
8705,10513,3,674,593,13,10,2014,9,28,2,2013,116,0
8706,10007,7,65,587,1,11,2016,7,27,12,2016,121,0
8707,10726,1,144,442,3,11,2014,5,13,5,2016,15,52
8708,10969,1,703,708,21,4,2015,3,12,3,2014,98,0
8709,10115,5,68,519,28,1,2015,2,20,2,2014,1,52
8710,10404,5,91,105,19,11,2015,7,19,6,2015,103,0
8711,10680,1,53,315,6,1,2013,3,20,12,2013,83,0
8712,10642,2,522,438,21,9,2013,7,26,2,2016,64,50
8713,10856,5,566,238,17,9,2016,10,7,7,2016,74,51
8714,10513,5,144,472,25,5,2014,11,6,1,2015,42,51
8715,10453,6,91,422,27,9,2015,8,23,4,2014,24,51
8716,10660,7,387,558,13,7,2015,8,17,6,2013,27,51
8717,10188,6,113,140,24,3,2013,10,25,12,2014,53,52
8718,10176,2,138,484,18,11,2016,9,15,7,2014,35,51
8719,10708,6,414,317,13,5,2015,11,15,4,2013,27,51
8720,10807,4,107,312,8,1,2015,6,9,2,2013,83,0
8721,10977,6,592,63,4,6,2014,2,19,2,2013,37,50
8722,10975,6,692,370,29,1,2016,6,8,12,2013,134,0
8723,10346,4,587,443,28,3,2013,2,25,3,2013,18,51
8724,10228,3,108,111,9,5,2013,3,5,9,2016,71,51
8725,10287,6,247,596,22,1,2015,9,21,9,2015,93,0
8726,10899,3,395,426,17,6,2015,5,1,2,2014,28,51
8727,10056,1,44,149,12,12,2014,10,18,4,2015,49,51
8728,10421,6,269,27,4,7,2013,10,13,7,2013,49,51
8729,10177,1,668,425,29,2,2015,1,17,10,2013,87,0
8730,10239,5,242,112,15,6,2015,4,4,8,2016,89,0
8731,10674,4,437,588,28,4,2016,5,27,9,2016,94,0
8732,10150,2,113,416,6,8,2014,5,10,11,2015,109,0
8733,10175,6,56,268,11,8,2014,2,11,6,2013,103,0
8734,10209,6,274,466,22,11,2015,10,22,8,2013,89,0
8735,10197,6,286,117,6,9,2014,9,26,2,2015,58,50
8736,10072,6,190,477,12,7,2014,10,11,2,2016,111,0
8737,10531,3,598,20,23,12,2014,6,25,5,2015,47,51
8738,10957,3,512,382,25,5,2016,1,15,6,2015,53,51
8739,10915,4,341,152,15,10,2016,3,12,4,2015,29,51
8740,10245,7,517,709,20,4,2015,5,29,8,2013,92,0
8741,10707,2,350,693,28,9,2014,2,9,7,2014,70,51
8742,10827,5,529,650,2,2,2016,6,9,12,2016,78,50
8743,10548,5,214,213,12,4,2013,2,5,9,2013,136,0
8744,10877,2,6,701,7,3,2015,2,3,7,2016,19,51
8745,10834,7,628,409,9,12,2016,8,25,2,2014,102,0
8746,10731,1,657,48,21,1,2016,4,13,4,2015,75,49
8747,10739,6,562,61,21,4,2015,9,1,8,2016,81,1
8748,10975,1,682,186,17,1,2016,1,26,3,2014,133,0
8749,10370,1,290,440,13,1,2014,5,8,2,2013,111,0
8750,10288,7,497,557,13,12,2014,7,18,8,2016,109,0
8751,10139,4,417,356,18,9,2014,4,24,3,2013,7,52
8752,10868,3,563,54,28,3,2013,3,5,6,2014,128,0
8753,10883,3,544,145,22,11,2015,5,5,5,2015,114,0
8754,10097,6,279,613,12,7,2013,8,19,10,2016,76,51
8755,10606,2,605,461,3,12,2014,8,11,5,2016,124,0
8756,10606,4,335,375,22,7,2015,9,24,4,2015,79,52
8757,10129,2,588,667,23,1,2013,1,7,9,2014,39,51
8758,10419,6,624,230,12,4,2015,1,11,11,2013,132,0
8759,10929,3,181,230,15,12,2013,4,13,5,2016,43,51
8760,10526,5,595,436,12,7,2016,1,17,8,2013,83,0
8761,10717,4,435,307,3,4,2013,8,16,7,2014,83,0
8762,10988,3,490,246,5,5,2016,2,9,12,2014,5,51
8763,10893,4,338,347,6,2,2015,2,23,7,2013,4,52
8764,10763,3,20,429,25,10,2014,4,24,7,2013,34,51
8765,10201,2,523,321,16,7,2015,5,25,6,2015,30,51
8766,10002,3,523,67,18,12,2016,3,10,5,2015,37,51
8767,10181,5,529,511,26,5,2014,2,18,10,2015,56,52
8768,10119,3,216,390,24,8,2015,5,1,6,2013,41,51
8769,10384,6,620,510,18,3,2013,3,23,8,2014,108,0
8770,10386,5,693,238,27,4,2014,1,6,7,2014,72,51
8771,10632,3,366,253,8,9,2013,3,23,4,2016,114,0
8772,10315,2,371,432,7,8,2014,8,15,7,2013,130,0
8773,10362,3,65,596,23,12,2015,10,27,2,2013,28,51
8774,10668,4,380,187,9,7,2016,3,16,1,2016,38,51
8775,10555,7,9,549,2,6,2016,9,1,10,2016,47,51
8776,10083,1,349,203,28,6,2013,1,11,7,2014,27,51
8777,10130,6,423,537,12,6,2015,11,23,3,2016,97,0
8778,10946,4,205,305,5,2,2014,5,25,2,2015,134,0
8779,10422,6,704,18,27,7,2016,2,23,6,2015,30,51
8780,10421,5,232,451,1,2,2013,11,18,12,2014,62,52
8781,10204,5,666,653,13,9,2013,4,17,4,2014,6,51
8782,10040,6,156,145,25,8,2014,7,22,6,2013,66,51
8783,10304,2,457,490,5,1,2014,8,15,11,2014,93,0
8784,10635,6,198,222,20,12,2015,11,25,8,2013,137,0
8785,10894,6,358,376,1,10,2014,3,14,12,2015,18,51
8786,10759,2,557,229,10,6,2015,6,29,7,2016,27,51
8787,10616,5,193,276,17,7,2014,3,9,11,2016,132,0
8788,10681,2,24,631,13,5,2013,11,14,4,2015,46,51
8789,10561,6,178,129,21,6,2013,4,3,3,2014,136,0
8790,10467,3,640,344,12,2,2015,2,18,12,2014,54,52
8791,10113,7,398,652,6,7,2013,7,14,3,2014,3,52
8792,10048,3,187,651,3,12,2015,5,2,3,2015,104,0
8793,10228,6,461,8,29,11,2013,6,25,12,2016,45,51
8794,10405,4,450,316,4,10,2016,7,4,7,2016,105,0
8795,10642,1,317,174,1,7,2014,4,15,3,2013,135,0
8796,10681,5,132,549,27,6,2015,11,22,11,2013,130,0
8797,10637,7,10,85,5,2,2013,7,24,11,2015,59,52
8798,10674,6,463,509,5,10,2016,11,23,12,2015,17,52
8799,10888,3,81,20,16,5,2013,6,8,1,2013,85,0
8800,10461,6,476,568,16,6,2015,3,22,12,2015,77,50
8801,10940,5,414,353,23,3,2015,2,1,2,2013,54,51
8802,10297,3,76,24,9,7,2015,8,20,10,2013,6,52
8803,10050,4,41,637,22,4,2013,8,9,12,2016,48,51
8804,10857,2,398,584,22,9,2013,7,1,12,2016,128,0
8805,10446,2,684,217,20,9,2013,2,15,1,2016,75,51
8806,10722,3,81,400,5,6,2014,8,11,7,2013,34,51
8807,10064,7,619,488,9,4,2013,3,27,2,2015,59,51
8808,10760,2,100,45,16,4,2014,7,27,12,2015,65,51
8809,10419,3,570,162,11,8,2014,6,12,5,2014,41,51
8810,10987,7,571,542,17,1,2014,3,25,9,2016,30,51
8811,10672,3,195,417,13,12,2013,11,17,12,2015,50,51
8812,10713,1,689,341,16,9,2015,4,24,1,2016,42,50
8813,10229,2,370,279,6,6,2013,2,25,9,2016,72,51
8814,10902,3,135,92,22,10,2014,10,22,11,2014,133,0
8815,10277,5,634,486,12,3,2016,6,27,8,2014,41,51
8816,10128,1,9,621,25,8,2015,2,26,11,2016,103,0
8817,10814,6,656,7,7,6,2016,7,22,3,2015,33,51
8818,10422,6,428,253,28,1,2015,6,4,1,2016,122,0
8819,10244,4,565,340,2,1,2013,4,7,4,2013,126,0
8820,10601,4,76,684,1,7,2016,11,15,6,2014,39,51
8821,10980,6,564,179,14,5,2016,10,9,6,2016,80,52
8822,10248,5,520,11,29,10,2015,1,3,6,2013,78,51
8823,10966,5,411,419,6,5,2016,9,3,11,2015,129,0
8824,10359,2,369,467,25,7,2015,10,4,1,2015,5,52
8825,10163,3,708,85,9,6,2015,3,10,5,2016,125,0
8826,10797,7,179,461,4,2,2015,2,23,2,2013,132,0
8827,10132,5,434,480,12,4,2014,11,6,7,2015,63,52
8828,10162,2,630,612,24,11,2016,9,7,6,2015,22,51
8829,10590,4,480,387,5,1,2013,4,7,5,2013,62,51
8830,10637,5,281,523,10,9,2016,2,6,5,2014,95,0
8831,10883,2,79,329,29,6,2014,3,24,4,2015,108,0
8832,10079,3,453,182,13,12,2016,4,10,11,2015,68,51
8833,10667,4,666,90,24,12,2016,7,8,11,2014,38,51
8834,10686,6,161,601,8,9,2014,4,18,10,2015,58,51
8835,10620,2,184,331,28,3,2014,5,7,5,2013,17,51
8836,10562,2,250,203,12,1,2013,8,6,4,2014,15,52
8837,10715,6,577,463,11,10,2015,4,8,8,2016,119,0
8838,10555,2,2,613,7,3,2015,2,20,10,2015,49,51
8839,10903,2,544,273,29,5,2013,11,8,9,2015,82,0
8840,10375,1,560,166,10,8,2015,1,20,1,2013,92,0
8841,10811,2,401,408,16,4,2013,7,18,7,2015,117,0
8842,10569,7,70,125,27,1,2015,4,2,2,2014,31,51
8843,10797,6,85,278,8,12,2013,6,26,10,2014,49,50
8844,10327,5,458,668,10,10,2015,11,23,6,2014,118,0
8845,10826,4,393,593,14,10,2015,6,3,5,2013,126,0
8846,10333,6,695,225,15,3,2014,5,1,12,2014,88,0
8847,10024,2,129,353,7,1,2014,4,27,7,2014,16,51
8848,10135,2,31,654,14,9,2014,1,18,7,2016,94,0
8849,10367,6,73,274,26,4,2015,9,21,3,2014,52,51
8850,10969,7,222,161,12,6,2015,11,11,12,2016,138,0
8851,10864,7,491,552,26,7,2013,7,28,10,2015,126,0
8852,10658,7,566,32,10,1,2014,11,27,8,2015,50,52
8853,10125,1,231,196,29,5,2015,2,12,9,2016,30,51
8854,10492,4,27,596,3,11,2015,11,18,4,2014,92,0
8855,10931,7,449,325,28,8,2016,5,28,5,2014,16,51
8856,10862,1,665,369,6,10,2013,9,27,2,2014,138,0
8857,10118,7,414,292,27,7,2014,5,16,2,2015,36,51
8858,10777,2,63,613,5,5,2015,8,2,8,2014,123,0
8859,10464,3,317,598,13,2,2013,3,14,9,2015,64,50
8860,10092,6,294,310,21,4,2015,4,18,5,2015,59,51
8861,10953,5,107,616,12,5,2013,2,4,12,2014,38,51
8862,10319,7,165,538,13,1,2014,6,20,2,2014,81,0
8863,10337,5,689,593,25,6,2014,8,9,5,2016,51,51
8864,10553,6,542,13,14,4,2016,10,3,4,2016,2,52
8865,10297,2,635,237,25,10,2013,1,27,7,2013,19,51
8866,10854,3,87,108,19,3,2014,6,16,3,2015,124,0
8867,10924,7,712,677,15,5,2014,9,21,11,2016,119,0
8868,10163,2,218,627,24,7,2013,2,10,7,2015,49,51
8869,10764,6,164,667,12,3,2014,9,29,4,2013,79,51
8870,10106,1,78,421,7,6,2015,11,11,10,2016,61,51
8871,10397,3,226,4,22,6,2015,1,9,4,2014,116,0
8872,10478,4,691,275,21,5,2014,3,8,11,2016,117,0
8873,10356,4,72,495,9,12,2013,4,3,10,2015,114,0
8874,10137,4,353,482,4,10,2016,2,5,10,2013,26,51
8875,10714,3,259,484,19,1,2015,2,9,6,2015,131,0
8876,10324,2,247,140,22,10,2016,4,21,4,2015,112,0
8877,10534,7,529,127,13,5,2015,6,13,8,2013,40,51
8878,10121,7,239,309,22,7,2013,9,18,11,2014,37,51
8879,10715,1,385,213,15,4,2013,2,1,3,2016,126,0
8880,10435,2,531,221,27,3,2013,6,29,12,2014,126,0
8881,10036,7,573,452,18,1,2015,7,29,11,2016,10,52
8882,10429,7,272,406,7,12,2016,3,6,11,2014,30,51
8883,10246,6,464,709,1,12,2014,9,25,12,2013,28,51
8884,10873,5,555,664,27,2,2016,8,6,2,2015,87,0
8885,10449,3,399,322,18,5,2015,7,18,10,2014,84,0
8886,10349,1,125,582,23,12,2016,11,5,5,2013,80,53
8887,10811,4,252,72,25,11,2013,2,8,7,2015,45,51
8888,10042,1,86,423,2,12,2016,6,2,2,2016,131,0
8889,10944,1,509,514,11,8,2014,7,24,5,2014,37,51
8890,10076,6,217,192,4,11,2015,9,7,12,2014,1,52
8891,10578,3,482,492,13,11,2016,3,23,5,2014,90,0
8892,10811,3,438,159,6,1,2016,7,3,10,2015,90,0
8893,10529,1,324,440,22,1,2014,11,26,10,2014,88,0
8894,10515,7,8,222,22,8,2014,10,8,1,2015,100,0
8895,10173,1,538,512,19,11,2015,10,5,5,2015,134,0
8896,10967,1,485,248,1,2,2015,9,3,12,2014,130,0
8897,10098,5,613,503,28,8,2013,5,10,12,2016,100,0
8898,10261,7,99,557,18,2,2014,11,21,11,2015,97,0
8899,10107,7,437,445,24,7,2014,6,6,8,2015,101,0
8900,10343,2,354,46,18,9,2015,9,4,4,2015,64,51
8901,10149,1,459,24,4,8,2013,5,16,11,2014,52,51
8902,10235,5,262,357,23,7,2013,2,24,4,2016,112,0
8903,10428,1,591,117,7,8,2016,1,17,11,2016,106,0
8904,10855,1,426,263,26,7,2013,11,24,2,2015,16,52
8905,10188,2,395,611,2,3,2016,6,18,11,2014,34,51
8906,10719,4,241,687,27,8,2013,10,23,8,2014,42,51
8907,10507,5,274,504,1,8,2014,9,2,2,2016,124,0
8908,10451,5,75,481,21,12,2016,2,22,6,2014,6,52
8909,10637,3,423,30,28,12,2013,5,18,1,2013,42,51
8910,10238,1,291,555,24,8,2016,2,27,4,2014,57,51
8911,10308,5,599,30,29,2,2016,9,29,6,2013,34,51
8912,10505,5,43,223,14,8,2015,10,13,7,2013,14,52
8913,10955,6,256,459,15,1,2013,3,13,3,2015,79,52
8914,10157,2,485,462,2,7,2014,5,9,6,2015,122,0
8915,10210,5,464,23,10,4,2015,4,4,2,2015,104,0
8916,10960,1,391,216,20,4,2014,2,6,7,2016,90,0
8917,10115,3,703,382,28,5,2014,9,12,7,2013,16,51
8918,10534,2,683,470,19,11,2013,5,26,6,2013,86,0
8919,10501,7,70,487,7,7,2014,11,8,10,2014,139,0
8920,10871,4,118,92,14,1,2014,1,19,11,2014,123,0
8921,10151,2,319,667,22,7,2015,9,29,1,2013,8,52
8922,10003,2,222,699,10,10,2014,2,27,3,2015,18,51
8923,10717,1,60,229,4,10,2014,5,28,2,2016,21,51
8924,10313,4,165,483,25,12,2016,2,19,4,2016,117,0
8925,10683,3,337,397,7,4,2013,2,21,7,2013,84,0
8926,10607,3,284,306,3,10,2016,5,28,10,2014,77,50
8927,10685,4,527,467,26,11,2016,10,20,8,2013,114,0
8928,10493,3,277,235,23,3,2014,2,18,8,2013,5,52
8929,10969,5,452,610,27,10,2014,10,12,7,2014,24,51
8930,10046,6,641,200,6,2,2015,1,26,3,2015,80,36
8931,10632,7,163,72,6,2,2014,9,16,4,2016,70,51
8932,10082,2,512,662,3,5,2016,8,13,1,2015,63,51
8933,10171,3,104,467,21,2,2013,11,29,7,2013,38,51
8934,10843,6,624,328,28,9,2013,3,2,4,2013,75,51
8935,10554,1,331,665,27,12,2015,1,7,6,2013,31,51
8936,10807,2,666,646,7,10,2015,5,25,4,2016,133,0
8937,10733,6,511,281,12,8,2013,1,15,8,2014,7,52
8938,10174,2,474,513,5,3,2013,5,7,10,2016,128,0
8939,10996,3,548,150,10,8,2016,5,9,1,2014,93,0
8940,10856,5,83,95,17,10,2014,10,23,4,2013,134,0
8941,10148,3,479,426,16,12,2014,3,8,9,2014,111,0
8942,10072,5,551,593,11,3,2014,7,16,12,2016,128,0
8943,10678,5,294,449,13,6,2015,6,28,8,2013,17,52
8944,10413,1,90,215,22,10,2014,9,21,1,2015,114,0
8945,10647,3,399,58,1,10,2014,5,13,12,2016,127,0
8946,10646,2,387,39,7,12,2015,7,6,5,2016,91,0
8947,10354,2,119,706,17,11,2016,6,9,11,2013,55,51
8948,10654,1,405,459,13,3,2016,4,26,3,2013,83,0
8949,10176,3,484,550,2,7,2016,2,18,4,2016,98,0
8950,10962,7,368,312,16,5,2015,7,25,5,2014,86,0
8951,10746,4,158,398,11,5,2016,8,10,2,2016,103,0
8952,10137,7,580,73,1,4,2014,7,1,5,2015,79,51
8953,10134,1,47,691,27,1,2015,4,14,5,2015,50,51
8954,10193,6,569,528,7,8,2014,11,28,9,2013,79,51
8955,10710,2,625,431,17,1,2013,5,9,7,2016,105,0
8956,10092,2,77,6,24,8,2014,1,27,10,2014,46,51
8957,10602,2,670,685,4,6,2015,10,21,12,2014,18,51
8958,10038,6,16,315,10,1,2014,11,8,7,2014,30,51
8959,10909,4,555,213,4,12,2015,8,6,3,2016,2,52
8960,10718,5,346,219,5,5,2016,3,9,1,2014,11,52
8961,10980,1,533,275,19,12,2013,4,20,3,2015,4,52
8962,10909,1,341,609,27,11,2014,11,5,9,2015,65,51
8963,10237,7,454,705,25,12,2015,2,21,3,2013,80,51
8964,10424,3,565,225,22,8,2015,4,11,12,2016,66,51
8965,10921,5,256,479,11,6,2015,7,5,11,2016,9,52
8966,10684,6,47,627,25,11,2013,2,13,5,2013,103,0
8967,10610,6,33,227,15,6,2013,9,11,5,2015,80,50
8968,10241,3,677,157,6,7,2014,10,1,12,2014,27,51
8969,10500,5,62,467,4,12,2013,4,25,1,2016,56,49
8970,10107,1,304,445,22,1,2013,2,14,2,2016,23,51
8971,10504,6,358,74,27,8,2015,4,11,6,2014,28,51
8972,10600,1,626,225,13,5,2013,8,5,3,2015,74,51
8973,10110,5,676,558,12,6,2013,11,8,12,2014,129,0
8974,10587,4,448,704,29,2,2015,11,6,8,2014,22,51
8975,10014,6,362,577,21,7,2015,5,23,6,2015,114,0
8976,10307,1,484,634,18,11,2013,1,22,6,2014,84,0
8977,10299,5,588,541,6,4,2016,5,8,5,2016,35,51
8978,10611,4,12,4,9,4,2015,11,11,9,2016,104,0
8979,10288,5,705,370,14,9,2013,6,14,5,2013,47,51
8980,10700,5,281,551,14,1,2015,7,9,12,2016,31,51
8981,10730,6,681,334,18,11,2013,9,29,1,2014,64,49
8982,10999,3,256,47,8,1,2015,6,27,2,2015,123,0
8983,10895,4,157,306,24,8,2013,7,18,6,2013,92,0
8984,10316,3,436,348,16,4,2015,10,20,10,2016,38,51
8985,10048,6,609,143,15,12,2013,2,18,8,2014,54,51
8986,10115,7,120,93,26,6,2015,10,3,3,2016,95,0
8987,10888,7,475,500,15,1,2014,11,1,4,2013,119,0
8988,10679,7,562,403,10,3,2013,2,1,12,2015,40,51
8989,10434,5,687,236,27,2,2016,2,17,10,2014,42,51
8990,10364,5,397,173,7,2,2015,5,6,6,2015,20,51
8991,10751,7,19,562,4,12,2014,5,17,6,2014,59,50
8992,10783,3,160,708,27,2,2016,5,23,3,2016,83,0
8993,10909,7,338,103,2,9,2014,3,22,10,2014,50,50
8994,10303,2,19,20,9,8,2013,2,29,6,2014,21,51
8995,10639,1,674,38,3,7,2013,5,22,9,2015,26,51
8996,10973,5,423,361,25,6,2014,5,24,5,2014,125,0
8997,10756,2,126,401,14,10,2016,1,22,1,2015,132,0
8998,10059,7,255,26,6,3,2016,6,15,6,2015,38,51
8999,10736,6,501,167,25,1,2013,11,12,6,2015,45,51
9000,10403,3,161,392,19,4,2013,11,4,7,2015,103,0
9001,10053,2,350,326,15,7,2015,9,28,3,2014,50,51
9002,10225,2,710,78,24,1,2015,4,26,3,2015,47,51
9003,10820,7,116,520,22,6,2015,5,7,8,2015,66,51
9004,10493,5,477,37,26,7,2014,5,19,1,2014,57,51
9005,10120,7,59,191,21,2,2013,2,29,1,2015,38,51
9006,10563,7,49,639,25,1,2013,3,14,1,2015,3,52
9007,10470,4,224,578,28,11,2014,2,19,7,2016,106,0
9008,10614,1,21,659,13,10,2013,5,11,2,2013,98,0
9009,10892,1,573,504,19,11,2014,9,16,7,2014,94,0
9010,10889,7,621,577,22,12,2014,5,25,6,2014,58,50
9011,10552,2,82,706,27,1,2015,4,18,9,2014,73,50
9012,10864,5,112,511,8,12,2013,1,7,6,2014,37,50
9013,10560,6,411,697,25,1,2013,5,13,3,2014,132,0
9014,10663,3,399,600,27,11,2016,8,15,11,2014,27,51
9015,10161,7,393,214,9,8,2016,7,5,7,2015,46,51
9016,10883,6,402,681,18,9,2014,3,1,6,2015,109,0
9017,10683,2,490,273,29,5,2016,3,6,5,2015,44,51
9018,10348,1,453,301,19,4,2016,9,29,10,2015,83,0
9019,10808,2,544,369,3,7,2016,1,21,1,2013,133,0
9020,10678,4,137,72,15,10,2013,8,11,12,2015,67,51
9021,10968,4,351,310,19,9,2016,6,18,2,2013,3,52
9022,10509,4,280,28,21,7,2013,6,7,5,2015,90,0
9023,10896,1,146,62,25,11,2013,10,13,7,2015,109,0
9024,10020,3,58,712,24,1,2013,11,19,2,2016,38,51
9025,10218,7,497,72,8,7,2013,10,22,7,2013,9,52
9026,10336,1,398,702,16,3,2015,5,23,3,2015,60,50
9027,10505,6,43,353,12,6,2013,9,13,11,2013,44,51
9028,10518,6,706,475,4,10,2013,10,15,4,2014,52,51
9029,10679,2,679,501,13,12,2015,5,27,11,2013,8,51
9030,10140,2,485,400,28,5,2015,6,26,12,2013,13,51
9031,10824,7,572,178,2,12,2016,6,12,8,2015,125,0
9032,10775,2,488,153,19,3,2014,6,20,8,2015,64,51
9033,10444,6,18,367,3,5,2015,9,17,8,2015,116,0
9034,10956,3,169,232,23,8,2016,7,3,1,2014,89,0
9035,10707,4,697,299,13,3,2016,5,24,2,2014,71,49
9036,10613,1,655,453,19,3,2015,2,9,11,2013,56,51
9037,10181,6,648,544,15,12,2014,3,26,8,2013,122,0
9038,10004,1,702,64,6,3,2016,9,23,3,2015,7,52
9039,10972,6,171,457,16,11,2016,4,29,10,2015,92,0
9040,10964,2,521,646,28,8,2015,8,11,2,2013,25,51
9041,10319,7,285,367,22,7,2014,2,11,2,2015,56,51
9042,10187,3,370,18,11,11,2015,8,5,5,2013,24,51
9043,10448,3,350,375,28,5,2016,5,1,11,2016,137,0
9044,10549,2,501,366,27,7,2015,11,8,3,2015,137,0
9045,10035,1,158,332,22,5,2014,5,11,12,2015,11,52
9046,10384,2,282,55,19,8,2016,8,18,4,2015,56,51
9047,10618,3,390,78,26,10,2016,5,11,1,2015,115,0
9048,10059,5,266,275,9,4,2013,7,10,4,2014,76,51
9049,10449,1,532,574,28,7,2014,9,18,6,2016,24,51
9050,10561,2,109,36,19,4,2015,2,2,3,2013,82,0
9051,10090,2,538,425,12,6,2014,7,13,12,2016,44,51
9052,10542,4,6,463,22,12,2016,11,16,9,2016,44,51
9053,10847,7,675,125,22,6,2016,7,10,11,2016,130,0
9054,10997,6,510,531,22,10,2015,7,25,4,2014,134,0
9055,10925,1,444,534,20,10,2014,8,17,7,2015,11,52
9056,10457,7,294,429,5,11,2015,5,9,4,2014,16,52
9057,10445,7,157,596,20,10,2014,11,14,10,2013,6,52
9058,10043,5,523,226,4,9,2015,8,25,6,2014,13,52
9059,10272,7,428,31,11,6,2014,7,13,1,2014,54,51
9060,10438,2,297,331,9,2,2016,4,23,4,2015,112,0
9061,10391,3,215,678,2,5,2013,7,13,1,2014,33,51
9062,10875,5,148,10,27,2,2016,7,1,1,2013,72,51
9063,10566,5,313,191,21,2,2016,10,12,9,2014,80,51
9064,10802,6,176,462,25,5,2015,11,2,1,2015,31,51
9065,10781,3,486,344,3,1,2013,1,11,2,2015,10,51
9066,10682,4,517,575,15,2,2015,4,26,10,2014,88,0
9067,10778,5,203,656,11,2,2015,7,8,9,2016,39,51
9068,10492,2,197,79,27,2,2014,3,7,10,2016,21,51
9069,10705,3,230,166,28,2,2014,8,18,5,2015,107,0
9070,10738,3,412,352,29,5,2013,1,2,7,2016,94,0
9071,10498,5,31,65,9,12,2014,7,9,6,2016,9,52
9072,10815,6,204,688,20,12,2014,2,5,11,2013,8,52
9073,10190,6,544,678,19,1,2015,10,26,3,2013,126,0
9074,10366,1,102,171,4,6,2014,1,6,6,2013,111,0
9075,10665,4,408,237,27,12,2013,5,18,2,2016,116,0
9076,10647,7,62,674,25,10,2016,4,15,7,2013,15,52
